mah_id,mahalle_adi,ilce_adi,toplam_nufus,toplam_bina,vs30_mean,rjb_distance_km,pga_scenario_mw72,pga_scenario_mw75,earthquake_min_distance_km,earthquake_count_10km,max_magnitude_nearby_20km,strong_earthquakes_20km,insan_etkisi,bina_etkisi,zemin_etkisi,altyapi_etkisi,barinma_etkisi,risk_score,risk_class_5,ml_predicted_class,ml_confidence,ml_risk_score,ml_proba_class_1,ml_proba_class_2,ml_proba_class_3,ml_proba_class_4,ml_proba_class_5,ml_ensemble_score
100374,Sakarya Mahallesi,Bilinmeyen İlçe,8974,785,478.0606847624103,39.29447815022184,0.0028547007613284,0.003202942184756,2.214702484433493,27,4.461658870479624,1,0.2099668390464125,0.2099668390464125,0.3319021041296653,0.1757937380827185,0.2099668390464125,0.1757937380827185,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100375,Or-An Mahallesi,Bilinmeyen İlçe,17822,1393,547.254822461787,42.82075891346805,0.0025414222543144,0.0038349040490046,7.117561346980494,16,3.943832507522981,0,0.1465123285385601,0.1465123285385601,0.2245001347803093,0.1382112890874893,0.1465123285385601,0.1382112890874893,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100376,Kızılırmak Mahallesi,Bilinmeyen İlçe,9770,875,414.62797304336783,37.00830033290579,0.002530268379007,0.004059622458782,4.411088484823932,29,4.258624355162272,0,0.1459477017639128,0.1459477017639128,0.0842165851062048,0.1428847915862469,0.1459477017639128,0.1428847915862469,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100377,Çukurambar Mahallesi,Bilinmeyen İlçe,17166,981,423.4301799461675,50.31976168186392,0.0040215129009244,0.0036451232828335,3.1470659635177656,5,3.843472390799271,0,0.1640481660582549,0.1640481660582549,0.2323166029170359,0.2041621881594841,0.1640481660582549,0.2041621881594841,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100378,Söğütözü Mahallesi,Bilinmeyen İlçe,13925,1638,326.9836693670942,45.89438548906272,0.0029425988756204,0.003783385863092,3.6852548920105512,14,4.013423173839648,0,0.3056455100521921,0.3056455100521921,0.1934476176689922,0.2312901515341911,0.3056455100521921,0.2312901515341911,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100379,İşçi Blokları Mahallesi,Bilinmeyen İlçe,9126,488,394.8721514306676,31.258627836864186,0.0036721591039936,0.004146629638465,4.377304225774605,27,3.748044848181148,1,0.1336668620774906,0.1336668620774906,0.2055644165707998,0.2013119445309333,0.1336668620774906,0.2013119445309333,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100380,Çiğdem Mahallesi,Bilinmeyen İlçe,21745,1837,457.0317308041335,44.066343487319656,0.0033333530304293,0.0034686920906935,4.051637885843703,16,3.3218108810530103,0,0.1394839002248072,0.1394839002248072,0.4321669198442643,0.1259292800946562,0.1394839002248072,0.1259292800946562,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100381,Üniversiteler Mahallesi,Bilinmeyen İlçe,100,10,532.6327561934265,39.42792760623924,0.0023819321019847,0.0041271691803786,6.462001253570962,20,4.014720272351252,0,0.2697180950291225,0.2697180950291225,0.2294245564314855,0.1031950488408508,0.2697180950291225,0.1031950488408508,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100382,Mustafa Kemal Mahallesi,Bilinmeyen İlçe,23445,2365,401.38682596688506,48.59673402947652,0.0025790031101191,0.0035663939075385,8.016024547579553,9,3.7955940756824376,0,0.0599248501745961,0.0599248501745961,0.3397489203835402,0.1887992622611933,0.0599248501745961,0.1887992622611933,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100383,Mutlukent Mahallesi,Bilinmeyen İlçe,20979,1818,475.1764050431885,36.66401258666626,0.0023917095979321,0.0029392349262874,6.418705028910635,15,3.758446326617833,1,0.1288054978838823,0.1288054978838823,0.2231804734505578,0.1195361172019058,0.1288054978838823,0.1195361172019058,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100384,Ümit Mahallesi,Bilinmeyen İlçe,21171,1723,456.3404302306826,54.8328919704359,0.0029897197213247,0.0036445918365593,2.6421530174033494,12,3.98285781356258,2,0.0722313133079378,0.0722313133079378,0.3734958208793931,0.2051233166080975,0.0722313133079378,0.2051233166080975,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100385,Çayyolu Mahallesi,Bilinmeyen İlçe,34304,3269,349.1964487311617,41.42946380582788,0.0030432150945437,0.0032879480922079,5.983831076302773,15,3.579365323882387,0,0.1486697447481509,0.1486697447481509,0.1043391777758387,0.1576535910142781,0.1486697447481509,0.1576535910142781,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100386,Koru Mahallesi,Bilinmeyen İlçe,100,349,447.4461602903463,35.942589254300955,0.0034445769123939,0.002939124448572,3.4662719239908952,15,4.108630697427044,2,0.1750842522584394,0.1750842522584394,0.2525999890310289,0.2483356300997105,0.1750842522584394,0.2483356300997105,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100387,Konutkent Mahallesi,Bilinmeyen İlçe,12384,827,469.4127213791699,29.6631165923324,0.0041695644757844,0.0033329559206123,6.2900757108979946,14,3.429915972789228,1,0.0550738484967714,0.0550738484967714,0.1912157034231713,0.1005984488264246,0.0550738484967714,0.1005984488264246,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100388,Yaşamkent Mahallesi,Bilinmeyen İlçe,7116,405,414.9541065396271,45.18993333655301,0.0029747684762985,0.0030852462205589,6.17700157252239,21,3.698882754186612,2,0.156895826045903,0.156895826045903,0.1234221466602817,0.2030136619499408,0.156895826045903,0.2030136619499408,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100389,Alacaatlı Mahallesi,Bilinmeyen İlçe,17698,1620,412.4021796523633,32.91472249056528,0.0027129496623582,0.0037682069499456,7.067762109848417,10,4.072388694088114,1,0.1561739904582297,0.1561739904582297,0.2400571378270051,0.1873169462109218,0.1561739904582297,0.1873169462109218,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100390,Dodurga Mahallesi,Bilinmeyen İlçe,21210,1832,592.5984839294149,31.04662190130275,0.0032590508510149,0.0032353994950942,3.261426026022712,14,3.841205743822111,0,0.2959086777530046,0.2959086777530046,0.0955317648597594,0.159542582444907,0.2959086777530046,0.159542582444907,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100391,Prof. Dr. Ahmet Taner Kışlalı Mahallesi,Bilinmeyen İlçe,44940,3875,400.9235956696392,52.865896410332766,0.0025039782196114,0.0032231524234322,2.702297180141424,17,4.2105888866291385,0,0.1000496883720071,0.1000496883720071,0.1458729613757335,0.0888188910261458,0.1000496883720071,0.0888188910261458,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100392,Fatih Sultan Mahallesi,Bilinmeyen İlçe,9750,815,467.70908820101215,34.97171078190338,0.0028996803505872,0.0036837552052703,7.080861785289677,0,3.689318168290561,1,0.1606904396970531,0.1606904396970531,0.199167209581701,0.197522438779563,0.1606904396970531,0.197522438779563,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100393,Beytepe Mahallesi,Bilinmeyen İlçe,18704,1440,342.32999597275347,35.14254071332885,0.0035147202779635,0.0033315524366074,3.307131397082043,24,3.700767531193084,1,0.1244919593174891,0.1244919593174891,0.4405370825386037,0.2496341664594454,0.1244919593174891,0.2496341664594454,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100394,Karacakaya Mahallesi,Bilinmeyen İlçe,26644,2119,392.15453042149255,39.89036925881088,0.0030535849576297,0.0029607436293177,4.649410940191975,18,3.908118018505424,0,0.1752143926692136,0.1752143926692136,0.1824537240968396,0.2385423554984941,0.1752143926692136,0.2385423554984941,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100395,Yeniçimşit Mahallesi,Bilinmeyen İlçe,11796,517,419.5639700985613,42.52550774504293,0.0027969996680457,0.0022266339441189,7.641500255652321,16,3.9331217873809416,1,0.1263361923910878,0.1263361923910878,0.1911941613098113,0.3000207623214243,0.1263361923910878,0.3000207623214243,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100396,Saraycık Mahallesi,Bilinmeyen İlçe,16633,1212,588.7473935785289,43.07478295424325,0.0033382393343865,0.0033653239476366,3.407346709340965,16,4.274439117044999,1,0.1345170093907155,0.1345170093907155,0.2259738523356607,0.2306165786701472,0.1345170093907155,0.2306165786701472,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100397,Osmaniye Mahallesi,Bilinmeyen İlçe,22929,1871,473.2444705805559,45.68048301611687,0.0027995424032279,0.0039078825824949,3.906027833089122,8,3.341887681753863,0,0.124826882804947,0.124826882804947,0.217001679048965,0.1556781501002262,0.124826882804947,0.1556781501002262,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100398,İncek Mahallesi,Bilinmeyen İlçe,100,412,530.4754467468445,31.754515665296186,0.0031362106983268,0.0037087325449106,7.382171709546954,6,4.127632035194727,0,0.1226047347896532,0.1226047347896532,0.2788820116114204,0.2580861598265925,0.1226047347896532,0.2580861598265925,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100399,Kızılcaşar Mahallesi,Bilinmeyen İlçe,16139,1022,582.799337782906,42.91550636419397,0.0032573357771941,0.0033115811602517,7.226356586601416,4,3.982948723299048,0,0.046018335887648,0.046018335887648,0.1987134986769315,0.2395432606348052,0.046018335887648,0.2395432606348052,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100400,Taşpınar Mahallesi,Bilinmeyen İlçe,24896,2194,552.7100901438514,43.30866510092698,0.0023915516448299,0.0041816882567691,3.789687528788005,24,4.272120264966532,0,0.1728344005365199,0.1728344005365199,0.2191970558059023,0.0879198867997553,0.1728344005365199,0.0879198867997553,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100401,Ahlatlıbel Mahallesi,Bilinmeyen İlçe,37872,3268,500.84544680519815,29.80649507120333,0.0031420282852649,0.0036287874854445,3.3570302867526496,13,3.3498596861650944,0,0.1326645233561999,0.1326645233561999,0.228207198671705,0.2740234567001716,0.1326645233561999,0.2740234567001716,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100402,Ege Mahallesi,Bilinmeyen İlçe,805,104,414.56716488337366,36.770439886088,0.0022449793940073,0.0033897308854217,4.612589240390076,20,3.866984273976611,1,0.0900803937523977,0.0900803937523977,0.3367358595234834,0.2126181824133197,0.0900803937523977,0.2126181824133197,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100403,Kızılca Mahallesi,Bilinmeyen İlçe,14001,1164,423.0016421300216,41.39377218791342,0.0032377942179642,0.0026265521543272,3.9224783253078086,12,3.8768511817082834,1,0.2096655502963563,0.2096655502963563,0.1882607348322574,0.1701222891909294,0.2096655502963563,0.1701222891909294,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100404,Adalet Mahallesi,Bilinmeyen İlçe,4652,227,433.35690849451487,46.74127553276241,0.0024730822523178,0.0037139071975764,1.596195539963329,9,3.701153209934604,1,0.2337429836457032,0.2337429836457032,0.2280158156197849,0.0679253915929449,0.2337429836457032,0.0679253915929449,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100405,Karşıyaka Mahallesi,Bilinmeyen İlçe,100,15,491.6960876479209,42.91828013865276,0.0030837850529004,0.0040811297987528,3.9208175585257368,23,3.310395534492075,0,0.1047526083530966,0.1047526083530966,0.1997211434951395,0.1824421627801877,0.1047526083530966,0.1824421627801877,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100406,Gaziosmanpaşa Mahallesi,Bilinmeyen İlçe,2320,201,440.10066350097793,36.11890013029576,0.0017879246914813,0.0028526474096572,6.285313463709752,23,3.248366984606301,0,0.1092640909382934,0.1092640909382934,0.1623023740105147,0.195927717098031,0.1092640909382934,0.195927717098031,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100407,Şafak Mahallesi,Bilinmeyen İlçe,17068,1570,610.5787910132066,17.53563625583193,0.0033043677945622,0.0032214347137138,3.827169702222453,8,3.527369098757608,1,0.2342262417301726,0.2342262417301726,0.3173837861611122,0.2013917587134425,0.2342262417301726,0.2013917587134425,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100408,Bahçelievler Mahallesi,Bilinmeyen İlçe,29158,2127,373.64804642565554,18.2266994072396,0.0026502927299383,0.0035808492633523,5.205717155864668,16,3.376682950680175,1,0.1901577371307011,0.1901577371307011,0.0985790257927958,0.2186894515278674,0.1901577371307011,0.2186894515278674,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100409,Muhsin Yazıcıoğlu Mahallesi,Bilinmeyen İlçe,100,10,486.8753967443359,40.16849999457903,0.0025742300101103,0.0035031365780922,1.9369293695127137,26,3.738414794151125,0,0.2059274972127663,0.2059274972127663,0.2969437902387781,0.1595351411353924,0.2059274972127663,0.1595351411353924,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100410,Dumlupınar Mahallesi,Bilinmeyen İlçe,22940,1757,415.9316793996379,29.17205204278452,0.003341854768454,0.0034733787149553,3.0404761045120514,11,3.0,2,0.1888986181733321,0.1888986181733321,0.327112554726069,0.1987940748938209,0.1888986181733321,0.1987940748938209,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100411,Hasanoğlan Bahçelievler Mahallesi,Bilinmeyen İlçe,1251,10,412.7847108550785,33.31918943787345,0.0030535287264961,0.0033274265594309,6.3758659441028565,8,3.782887649944117,0,0.2091993721598444,0.2091993721598444,0.1941906839512754,0.1427567327537247,0.2091993721598444,0.1427567327537247,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100412,Hasanoğlan Havuzbaşı Mahallesi,Bilinmeyen İlçe,5933,269,467.5003343232515,46.70016970418048,0.0033401918692118,0.0034310443741442,8.998479392667004,26,3.7695325388982335,1,0.1258863894899241,0.1258863894899241,0.1371658236940616,0.2651492791537247,0.1258863894899241,0.2651492791537247,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100413,Muzaffer Ekşi Mahallesi,Bilinmeyen İlçe,9362,607,334.2779327456657,36.68720879801399,0.00299388620739,0.0042936638270551,6.914467615497371,9,3.916802718265921,0,0.1913124711336411,0.1913124711336411,0.3712355846681798,0.2229040501377505,0.1913124711336411,0.2229040501377505,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100414,Hasanoğlan Fatih Mahallesi,Bilinmeyen İlçe,6482,440,444.1227640281608,55.11488488857511,0.0029083496452369,0.0034901028277396,4.035372858127394,25,4.387951176423402,2,0.1725306524715694,0.1725306524715694,0.2923019742687108,0.1929876122980272,0.1725306524715694,0.1929876122980272,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100415,İstasyon Mahallesi,Bilinmeyen İlçe,100,201,539.86654577037,27.600567372098624,0.0022943724974151,0.0034316015476213,3.7475508087271,16,4.162398211958116,0,0.0377164780863752,0.0377164780863752,0.3062514033776003,0.2319924390739587,0.0377164780863752,0.2319924390739587,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100416,Şehitlik Mahallesi,Bilinmeyen İlçe,13567,854,425.0742809661312,47.42763745208176,0.0024743899851087,0.0022341153418745,4.545787984438148,13,3.840669024924413,2,0.1864259321757268,0.1864259321757268,0.2163785115527279,0.2066434060511898,0.1864259321757268,0.2066434060511898,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100417,Yeşiltepe Mahallesi,Bilinmeyen İlçe,17200,1349,412.8332304132525,51.12303424575962,0.003307056483599,0.0023726945608536,3.6637281399367794,7,3.61365857335628,0,0.1931201144379447,0.1931201144379447,0.3394905867323369,0.2007826024626171,0.1931201144379447,0.2007826024626171,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100418,Beyazıt Mahallesi,Bilinmeyen İlçe,9035,730,532.8746595887752,32.043142578441746,0.00365775414547,0.0036052481494607,4.679161236049304,40,3.483308153060421,1,0.1323157120216496,0.1323157120216496,0.3851351146921343,0.3001953668842783,0.1323157120216496,0.3001953668842783,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100419,Timurhan Mahallesi,Bilinmeyen İlçe,27487,2251,432.26083104533456,23.12743063974772,0.0040179367675908,0.0037344890390742,4.016086190261034,28,3.508170644972,1,0.1703311017111337,0.1703311017111337,0.2449141168651102,0.1129443265333265,0.1703311017111337,0.1129443265333265,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100420,Büğdüz Mahallesi,Bilinmeyen İlçe,12386,1241,452.66069339740136,46.78298124837304,0.0024772352571629,0.003486869603365,3.750979089822845,22,3.809447468678599,1,0.1845036838168306,0.1845036838168306,0.2718494747434915,0.1401072644893157,0.1845036838168306,0.1401072644893157,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100421,Şeyhler Mahallesi,Bilinmeyen İlçe,11355,839,433.5464760413251,35.665884212876215,0.0025100372126088,0.002521330705433,3.6637139033444655,16,3.395546886371753,0,0.1507841118235812,0.1507841118235812,0.317228545914844,0.3221693711815305,0.1507841118235812,0.3221693711815305,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100422,Yıldırım Mahallesi,Bilinmeyen İlçe,352,272,431.2507251682852,53.84861090016823,0.0040942494930479,0.0033831474941457,1.9594678382106965,24,3.8673251623832345,0,0.175089558388882,0.175089558388882,0.3399946036242592,0.0954336815671375,0.175089558388882,0.0954336815671375,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100423,Atatürk Mahallesi,Bilinmeyen İlçe,16776,1342,461.3185145540424,43.72609316118135,0.0029058987806135,0.0034482065732971,4.572249664890722,24,3.925627988038249,0,0.161029176886868,0.161029176886868,0.2561410360264577,0.1169346107384938,0.161029176886868,0.1169346107384938,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100424,Kızık Mahallesi,Bilinmeyen İlçe,13809,1067,506.4621639338016,40.749905610850746,0.0030472538265236,0.0029758744181404,4.539949384171989,24,3.5670390966375884,0,0.1483724888456143,0.1483724888456143,0.28122929555163,0.1907656863815187,0.1483724888456143,0.1907656863815187,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100425,Karacalar Mahallesi,Bilinmeyen İlçe,7179,242,397.36948781163056,43.89683655401353,0.0038579538155663,0.0034512373081271,5.655622147148247,24,3.556731819139925,1,0.1683407021642721,0.1683407021642721,0.1907607914934273,0.2518894663094607,0.1683407021642721,0.2518894663094607,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100426,Çardakbağı Mahallesi,Bilinmeyen İlçe,13383,1174,406.92328517276985,46.124621616815766,0.0040423564606155,0.0029960441522858,4.320481984704952,17,4.035921863598745,0,0.1220226857355265,0.1220226857355265,0.0956175814555978,0.176168542009194,0.1220226857355265,0.176168542009194,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100427,Kalaba Mahallesi,Bilinmeyen İlçe,32420,2814,562.0483566771012,27.472763282009936,0.0035360983579692,0.0040061122117269,1.636542929342332,12,3.768041268441775,1,0.0690221985616297,0.0690221985616297,0.2187261552380208,0.2145279893404416,0.0690221985616297,0.2145279893404416,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100428,Uzunlar Mahallesi,Bilinmeyen İlçe,14671,1220,411.62320170953,45.658350315818936,0.002206483119237,0.003504294069254,7.770972681036177,10,3.581803633549317,1,0.1862758069387688,0.1862758069387688,0.2530798788556218,0.0567024529549292,0.1862758069387688,0.0567024529549292,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100429,Çam Mahallesi,Bilinmeyen İlçe,26908,2656,532.3878107367387,5.066906703988835,0.0032255441062527,0.0032666270947124,2.831512492776582,16,3.755315811530084,0,0.175432890213992,0.175432890213992,0.1694458111243884,0.202869519187081,0.175432890213992,0.202869519187081,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100430,Karayatak Mahallesi,Bilinmeyen İlçe,3973,32,530.6335983100241,34.475137373122465,0.0023659315975123,0.0034158704327562,5.136743131935318,0,3.8994943001377287,0,0.0976421215654867,0.0976421215654867,0.272831950137735,0.2083996245581861,0.0976421215654867,0.2083996245581861,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100431,Samut Mahallesi,Bilinmeyen İlçe,4245,278,492.6312700883871,36.24278439654599,0.0029188587764162,0.0034873263626247,3.818343778185048,14,3.19417816136276,0,0.1774417941509231,0.1774417941509231,0.3278980984681894,0.2179278668193057,0.1774417941509231,0.2179278668193057,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100432,Ovacık Mahallesi,Bilinmeyen İlçe,1221,481,459.7171264096245,29.2681276863226,0.0034283687107352,0.0036990241082546,5.789159970968439,10,3.9351487171334094,0,0.1369120854889452,0.1369120854889452,0.1998045731618799,0.2043834915289737,0.1369120854889452,0.2043834915289737,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100433,Eğriekin Mahallesi,Bilinmeyen İlçe,100,10,488.88632533849807,29.291419842312123,0.0028399497618249,0.0022974652250448,2.2638517829360216,3,3.8305253152314913,0,0.1666704506196356,0.1666704506196356,0.3318273177240611,0.188573228844247,0.1666704506196356,0.188573228844247,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100434,Güldarpı Mahallesi,Bilinmeyen İlçe,3843,264,489.60622018004045,52.94191160693394,0.0026859281304154,0.0035494668935144,5.676714883871919,5,3.8061251501638753,0,0.0767163071328952,0.0767163071328952,0.2592354108931421,0.1966559636063831,0.0767163071328952,0.1966559636063831,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100435,Aliağa Mahallesi,Bilinmeyen İlçe,17838,1637,378.8653095809699,39.031529305301326,0.0018652510677512,0.0033953416916892,3.1946228123558544,18,3.3030858418576923,1,0.1243841344770452,0.1243841344770452,0.327323540041649,0.159420010913345,0.1243841344770452,0.159420010913345,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100436,İbrahimbeyli Mahallesi,Bilinmeyen İlçe,100,59,418.826560341611,37.49011540855419,0.0026350652067687,0.00448719837224,1.8838545282929733,43,3.682809040774594,0,0.1591723288109067,0.1591723288109067,0.3058069576271359,0.1498344997868224,0.1591723288109067,0.1498344997868224,1,1,0.8311075758209066,0.29222310604477336,0.8311075758209066,0.16889242417909345,0.0,0.0,0.0,0.29222310604477336
100437,Eskitorunobası Mahallesi,Bilinmeyen İlçe,15442,1026,481.8791885935702,35.84535987012483,0.0030145952519677,0.003848987015065,2.53491937755944,8,3.9371972843260297,1,0.2549110737273373,0.2549110737273373,0.2414422824113216,0.316534735685378,0.2549110737273373,0.316534735685378,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100438,Cebirli Mahallesi,Bilinmeyen İlçe,100,27,355.74854284986486,15.049103556940327,0.0031487310265589,0.0035697488980737,4.430326124515597,13,4.729489830221377,0,0.1370912430984282,0.1370912430984282,0.2803066906151583,0.2417226341841037,0.1370912430984282,0.2417226341841037,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100439,Kuruçay Mahallesi,Bilinmeyen İlçe,36545,2610,450.32333204553385,50.81171875358488,0.0029377387877805,0.0023309137731533,2.4179208503001584,18,3.887659188465002,1,0.183625984917051,0.183625984917051,0.174330935368294,0.2155974796186214,0.183625984917051,0.2155974796186214,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100440,Kışlacık Mahallesi,Bilinmeyen İlçe,12092,843,549.0308549215948,22.794143044304164,0.0029291895084947,0.0030785472178378,8.668404071712548,20,3.605206887388883,1,0.1360142355339813,0.1360142355339813,0.3989005899184423,0.1432234620961981,0.1360142355339813,0.1432234620961981,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100441,Rüstempaşa Mahallesi,Bilinmeyen İlçe,100,66,473.4753348593776,45.72817343159563,0.0033363128804359,0.0043853528253669,1.5637250192479284,2,3.998661000183856,1,0.0947187249142779,0.0947187249142779,0.1334729621392509,0.3119506731371162,0.0947187249142779,0.3119506731371162,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100442,İstiklal Mahallesi,Bilinmeyen İlçe,100,10,450.8302404264299,51.94696404198028,0.0020655984708587,0.0037077375757531,3.2192458834798443,21,3.527957682191942,0,0.2286153128092888,0.2286153128092888,0.0721140665650242,0.1689158588314966,0.2286153128092888,0.1689158588314966,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100443,Zafer Mahallesi,Bilinmeyen İlçe,7434,493,529.9208700619722,51.16266564734002,0.0028325985062777,0.002603039443404,3.866589783889895,9,3.6028595113165824,0,0.1151140548050877,0.1151140548050877,0.2767915553401834,0.1462402488098128,0.1151140548050877,0.1462402488098128,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100444,Kurtuluş Mahallesi,Bilinmeyen İlçe,100,253,484.06640043032127,56.37935632488697,0.0033919838256084,0.0028659281741842,5.192738480119991,4,3.3045171209845146,0,0.1276400303465008,0.1276400303465008,0.1316978300922971,0.3003359542458517,0.1276400303465008,0.3003359542458517,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100445,Beytepe Mahallesi,Bilinmeyen İlçe,1696,10,316.86365949815547,35.895603966319456,0.0028861401925821,0.0038577465483847,2.201843143631049,0,3.935288790432943,1,0.2003365035613532,0.2003365035613532,0.2530033473189457,0.2655083203444787,0.2003365035613532,0.2655083203444787,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
100446,Cumhuriyet Mahallesi,Bilinmeyen İlçe,10469,367,445.2085508019447,49.539205915845855,0.0025531269904581,0.0033060175155462,4.647732992898043,0,4.301404272631243,0,0.1049312160051412,0.1049312160051412,0.2580826790386237,0.2281747338139035,0.1049312160051412,0.2281747338139035,2,2,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5
100447,Başağaç Mahallesi,Bilinmeyen İlçe,9826,837,354.12424641089007,29.229227895820635,0.0035443073506596,0.003604730984865,4.202986164234972,19,3.951758572952178,1,0.2495447316472103,0.2495447316472103,0.2630453075108462,0.1362495454693819,0.2495447316472103,0.1362495454693819,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100448,Hacıkara Mahallesi,Bilinmeyen İlçe,9871,944,514.8803023349299,23.670283578253063,0.0031268533597459,0.0030513725362509,3.866736150761116,23,4.02387456182957,0,0.116092376940122,0.116092376940122,0.2582333912418589,0.0611573560399937,0.116092376940122,0.0611573560399937,1,1,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25
100449,Ayvaşık Mahallesi,Bilinmeyen İlçe,33398,2871,528.9269837287991,24.003201331876056,0.0036222825801776,0.0046157494555138,2.358243289245365,22,3.800332983406188,1,0.0727783075875877,0.0727783075875877,0.2019098757864922,0.2699549912153134,0.0727783075875877,0.2699549912153134,3,3,1.0,0.75,0.0,0.0,1.0,0.0,0.0,0.75
